Time,outlets_unknown,outlets_unknown2,lighting,electronics,refrigerator,disposal,dishwaser,furance,lighting2,outlets_unknown3,washer_dryer,washer_dryer2,lighting3,microwave,lighting4,smoke_alarms,lighting5,bathroom_gfi,kitchen_outlets,kitchen_outlets2
2011-04-20 21:50:00,3.0,1.0,0.0,121.0,2.0,1.0,3.0,717.0,180.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 21:51:00,3.0,1.0,0.0,135.0,2.0,1.0,2.0,715.0,180.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 21:52:00,3.0,1.0,0.0,128.0,2.0,1.0,3.0,712.0,181.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 21:53:00,3.0,1.0,0.0,113.0,3.0,1.0,3.0,710.0,180.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 21:54:00,3.0,1.0,0.0,148.0,3.0,1.0,3.0,707.0,182.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 21:55:00,3.0,1.0,0.0,125.0,2.0,1.0,3.0,706.0,182.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 21:56:00,3.0,1.0,0.0,118.0,135.0,2.0,3.0,703.0,181.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,12.0,2.0
2011-04-20 21:57:00,3.0,1.0,0.0,101.0,131.0,1.0,3.0,608.0,181.0,0.0,2422.0,2658.0,3.0,5.0,11.0,1.0,25.0,12.0,12.0,2.0
2011-04-20 21:58:00,2.0,0.0,0.0,106.0,120.0,1.0,3.0,614.0,179.0,0.0,2265.0,2500.0,3.0,5.0,11.0,0.0,28.0,10.0,12.0,2.0
2011-04-20 21:59:00,1.0,0.0,0.0,104.0,121.0,0.0,1.0,5.0,179.0,1.0,2265.0,2498.0,4.0,5.0,11.0,0.0,27.0,12.0,12.0,2.0
2011-04-20 22:00:00,2.0,0.0,1.0,104.0,120.0,0.0,1.0,5.0,181.0,1.0,2268.0,2502.0,4.0,5.0,12.0,0.0,27.0,10.0,12.0,2.0
2011-04-20 22:01:00,2.0,0.0,1.0,105.0,119.0,0.0,0.0,5.0,182.0,1.0,0.0,258.0,1.0,3.0,11.0,0.0,26.0,10.0,12.0,2.0
2011-04-20 22:02:00,2.0,1.0,1.0,101.0,118.0,0.0,1.0,5.0,182.0,1.0,2478.0,2698.0,4.0,5.0,11.0,0.0,26.0,12.0,12.0,2.0
2011-04-20 22:03:00,2.0,0.0,1.0,138.0,118.0,0.0,0.0,5.0,181.0,1.0,0.0,250.0,1.0,3.0,11.0,0.0,25.0,10.0,12.0,2.0
2011-04-20 22:04:00,2.0,0.0,1.0,108.0,118.0,0.0,1.0,5.0,181.0,1.0,2455.0,2668.0,4.0,5.0,11.0,0.0,25.0,10.0,12.0,2.0
2011-04-20 22:05:00,2.0,0.0,1.0,99.0,117.0,0.0,1.0,5.0,181.0,1.0,2358.0,2565.0,3.0,5.0,11.0,1.0,49.0,12.0,12.0,2.0
2011-04-20 22:06:00,2.0,0.0,1.0,100.0,117.0,0.0,0.0,5.0,181.0,1.0,0.0,258.0,1.0,3.0,11.0,0.0,25.0,10.0,12.0,2.0
2011-04-20 22:07:00,2.0,0.0,1.0,83.0,117.0,0.0,0.0,5.0,182.0,1.0,0.0,252.0,1.0,3.0,10.0,0.0,24.0,12.0,12.0,2.0
2011-04-20 22:08:00,1.0,0.0,0.0,88.0,1.0,0.0,0.0,5.0,182.0,1.0,0.0,252.0,1.0,3.0,10.0,0.0,49.0,12.0,12.0,2.0
2011-04-20 22:09:00,1.0,0.0,0.0,82.0,0.0,0.0,0.0,5.0,182.0,1.0,0.0,252.0,2.0,4.0,10.0,0.0,202.0,10.0,15.0,2.0
2011-04-20 22:10:00,1.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,182.0,0.0,0.0,255.0,2.0,4.0,10.0,0.0,203.0,8.0,15.0,0.0
2011-04-20 22:11:00,1.0,0.0,0.0,80.0,0.0,0.0,0.0,5.0,182.0,1.0,0.0,260.0,2.0,4.0,10.0,0.0,203.0,8.0,15.0,0.0
2011-04-20 22:12:00,1.0,0.0,0.0,94.0,0.0,0.0,0.0,5.0,182.0,1.0,0.0,260.0,2.0,4.0,10.0,0.0,203.0,8.0,15.0,0.0
2011-04-20 22:13:00,1.0,0.0,0.0,94.0,0.0,0.0,0.0,5.0,182.0,1.0,0.0,262.0,2.0,4.0,10.0,0.0,203.0,8.0,15.0,0.0
2011-04-20 22:14:00,1.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,182.0,1.0,0.0,262.0,2.0,4.0,10.0,0.0,202.0,8.0,15.0,0.0
2011-04-20 22:15:00,1.0,0.0,0.0,84.0,0.0,0.0,0.0,5.0,181.0,1.0,0.0,268.0,2.0,4.0,10.0,0.0,201.0,8.0,15.0,0.0
2011-04-20 22:16:00,1.0,0.0,0.0,79.0,1.0,0.0,0.0,5.0,181.0,0.0,0.0,262.0,2.0,4.0,10.0,1.0,201.0,8.0,15.0,0.0
2011-04-20 22:17:00,1.0,0.0,0.0,81.0,0.0,0.0,0.0,5.0,181.0,1.0,0.0,262.0,2.0,4.0,10.0,1.0,201.0,8.0,15.0,0.0
2011-04-20 22:18:00,1.0,0.0,0.0,83.0,0.0,0.0,0.0,5.0,181.0,1.0,0.0,265.0,1.0,4.0,10.0,0.0,200.0,12.0,15.0,2.0
2011-04-20 22:19:00,1.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,209.0,1.0,0.0,262.0,1.0,3.0,10.0,0.0,24.0,12.0,12.0,2.0
2011-04-20 22:20:00,2.0,0.0,1.0,83.0,83.0,0.0,0.0,5.0,211.0,1.0,0.0,265.0,1.0,3.0,149.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:21:00,2.0,0.0,1.0,79.0,84.0,0.0,0.0,5.0,211.0,1.0,0.0,265.0,1.0,4.0,128.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:22:00,1.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,209.0,1.0,0.0,262.0,1.0,3.0,132.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:23:00,2.0,1.0,1.0,80.0,136.0,0.0,0.0,5.0,209.0,1.0,0.0,262.0,2.0,3.0,138.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 22:24:00,2.0,1.0,1.0,79.0,134.0,0.0,0.0,5.0,208.0,1.0,0.0,268.0,2.0,3.0,140.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:25:00,2.0,1.0,1.0,80.0,123.0,0.0,0.0,5.0,207.0,1.0,0.0,262.0,2.0,4.0,141.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:26:00,2.0,1.0,1.0,99.0,120.0,0.0,0.0,5.0,206.0,1.0,0.0,265.0,1.0,3.0,142.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:27:00,2.0,1.0,1.0,93.0,120.0,0.0,0.0,5.0,206.0,1.0,0.0,265.0,1.0,3.0,142.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:28:00,2.0,1.0,1.0,86.0,119.0,0.0,0.0,5.0,206.0,1.0,0.0,0.0,1.0,3.0,142.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:29:00,2.0,1.0,1.0,173.0,118.0,0.0,0.0,5.0,206.0,1.0,0.0,0.0,1.0,3.0,142.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:30:00,2.0,1.0,1.0,132.0,117.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12.0,12.0,2.0
2011-04-20 22:31:00,2.0,1.0,1.0,134.0,118.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12.0,12.0,2.0
2011-04-20 22:32:00,2.0,1.0,1.0,133.0,116.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12.0,10.0,2.0
2011-04-20 22:33:00,2.0,1.0,1.0,144.0,116.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12.0,12.0,2.0
2011-04-20 22:34:00,2.0,1.0,1.0,129.0,115.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:35:00,1.0,0.0,0.0,128.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:36:00,1.0,0.0,0.0,132.0,1.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:37:00,1.0,0.0,0.0,137.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:38:00,1.0,0.0,0.0,146.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:39:00,1.0,0.0,0.0,130.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:40:00,1.0,0.0,0.0,132.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 22:41:00,1.0,0.0,0.0,129.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,12.0,10.0,2.0
2011-04-20 22:42:00,1.0,0.0,0.0,139.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:43:00,1.0,0.0,0.0,131.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 22:44:00,1.0,0.0,0.0,128.0,0.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,1.0,3.0,127.0,2.0,1.0,12.0,12.0,2.0
2011-04-20 22:45:00,1.0,0.0,0.0,127.0,0.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,1.0,3.0,185.0,2.0,1.0,12.0,12.0,2.0
2011-04-20 22:46:00,1.0,0.0,0.0,131.0,1.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,71.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:47:00,1.0,0.0,0.0,132.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,71.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:48:00,1.0,0.0,0.0,143.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,70.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:49:00,1.0,0.0,0.0,135.0,0.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,68.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:50:00,1.0,0.0,0.0,140.0,1.0,0.0,0.0,5.0,205.0,1.0,0.0,0.0,0.0,2.0,66.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:51:00,1.0,0.0,0.0,132.0,0.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,64.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:52:00,1.0,0.0,0.0,124.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,63.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:53:00,1.0,0.0,0.0,124.0,1.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,0.0,2.0,64.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:54:00,2.0,1.0,1.0,138.0,134.0,3.0,3.0,5.0,204.0,1.0,0.0,0.0,1.0,2.0,65.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:55:00,2.0,1.0,1.0,142.0,127.0,0.0,0.0,5.0,204.0,1.0,0.0,0.0,1.0,2.0,65.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:56:00,2.0,1.0,1.0,85.0,120.0,0.0,1.0,124.0,204.0,1.0,0.0,0.0,1.0,2.0,65.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 22:57:00,2.0,0.0,1.0,86.0,119.0,1.0,3.0,562.0,204.0,1.0,0.0,0.0,0.0,3.0,65.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:58:00,5.0,2.0,1.0,87.0,117.0,1.0,3.0,1115.0,180.0,0.0,0.0,8.0,0.0,3.0,65.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 22:59:00,3.0,1.0,0.0,88.0,116.0,1.0,3.0,736.0,179.0,0.0,0.0,0.0,0.0,3.0,64.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 23:00:00,4.0,1.0,0.0,95.0,117.0,1.0,3.0,731.0,179.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:01:00,3.0,1.0,0.0,111.0,116.0,1.0,3.0,722.0,179.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,24.0,12.0,12.0,2.0
2011-04-20 23:02:00,3.0,1.0,0.0,101.0,114.0,2.0,3.0,717.0,180.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,25.0,12.0,12.0,2.0
2011-04-20 23:03:00,3.0,1.0,0.0,101.0,114.0,1.0,3.0,714.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:04:00,3.0,1.0,0.0,100.0,224.0,2.0,3.0,708.0,2.0,0.0,0.0,0.0,0.0,3.0,115.0,2.0,1.0,12.0,12.0,2.0
2011-04-20 23:05:00,3.0,1.0,0.0,99.0,140.0,1.0,3.0,707.0,1.0,0.0,0.0,0.0,1.0,3.0,118.0,2.0,25.0,12.0,12.0,1258.0
2011-04-20 23:06:00,3.0,0.0,0.0,98.0,116.0,1.0,3.0,703.0,1.0,0.0,0.0,0.0,2.0,2.0,123.0,2.0,1.0,10.0,12.0,1228.0
2011-04-20 23:07:00,3.0,1.0,0.0,102.0,2.0,1.0,3.0,705.0,1.0,0.0,0.0,0.0,1.0,3.0,129.0,2.0,27.0,12.0,12.0,1222.0
2011-04-20 23:08:00,2.0,0.0,0.0,95.0,2.0,1.0,3.0,701.0,0.0,0.0,0.0,0.0,1.0,0.0,132.0,2.0,0.0,10.0,12.0,1222.0
2011-04-20 23:09:00,2.0,0.0,0.0,99.0,2.0,1.0,3.0,609.0,0.0,0.0,0.0,0.0,1.0,0.0,133.0,2.0,0.0,10.0,12.0,1218.0
2011-04-20 23:10:00,2.0,0.0,0.0,97.0,2.0,1.0,2.0,608.0,2.0,0.0,0.0,0.0,0.0,3.0,131.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:11:00,0.0,0.0,0.0,97.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:12:00,0.0,0.0,0.0,97.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:13:00,0.0,0.0,0.0,86.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:14:00,0.0,0.0,0.0,83.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:15:00,0.0,0.0,0.0,86.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:16:00,0.0,0.0,0.0,94.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:17:00,0.0,0.0,0.0,88.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:18:00,0.0,0.0,0.0,86.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:19:00,0.0,0.0,0.0,89.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:20:00,0.0,0.0,0.0,87.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:21:00,0.0,0.0,0.0,79.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:22:00,0.0,0.0,0.0,84.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:23:00,0.0,0.0,0.0,81.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:24:00,0.0,0.0,0.0,84.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:25:00,0.0,0.0,0.0,87.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:26:00,0.0,0.0,0.0,80.0,1.0,0.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:27:00,1.0,0.0,0.0,92.0,1.0,1.0,2.0,546.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:28:00,5.0,2.0,0.0,86.0,3.0,1.0,3.0,1071.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:29:00,3.0,1.0,0.0,84.0,134.0,1.0,3.0,717.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:30:00,3.0,1.0,0.0,80.0,131.0,1.0,3.0,714.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:31:00,3.0,1.0,0.0,80.0,120.0,1.0,3.0,707.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:32:00,3.0,1.0,0.0,83.0,119.0,1.0,3.0,702.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:33:00,3.0,1.0,0.0,80.0,118.0,1.0,3.0,701.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:34:00,3.0,1.0,0.0,84.0,117.0,1.0,3.0,700.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:35:00,2.0,1.0,0.0,81.0,118.0,1.0,3.0,606.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:36:00,3.0,0.0,0.0,84.0,117.0,1.0,3.0,606.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:37:00,1.0,0.0,0.0,78.0,117.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:38:00,1.0,0.0,0.0,87.0,118.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:39:00,1.0,0.0,0.0,79.0,116.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:40:00,0.0,0.0,0.0,80.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:41:00,0.0,0.0,0.0,81.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:42:00,0.0,0.0,0.0,91.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:43:00,0.0,0.0,0.0,84.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:44:00,0.0,0.0,0.0,79.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:45:00,0.0,0.0,0.0,81.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:46:00,0.0,0.0,0.0,79.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:47:00,0.0,0.0,0.0,79.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:48:00,0.0,0.0,0.0,83.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 23:49:00,0.0,0.0,0.0,83.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:50:00,0.0,0.0,0.0,91.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:51:00,0.0,0.0,0.0,84.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:52:00,0.0,0.0,0.0,80.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:53:00,0.0,0.0,0.0,80.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 23:54:00,0.0,0.0,0.0,82.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:55:00,0.0,0.0,0.0,102.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:56:00,0.0,0.0,0.0,90.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-20 23:57:00,0.0,0.0,0.0,93.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 23:58:00,0.0,0.0,0.0,85.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-20 23:59:00,0.0,0.0,0.0,84.0,1.0,0.0,2.0,138.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:00:00,1.0,0.0,0.0,89.0,1.0,1.0,2.0,547.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-21 00:01:00,5.0,2.0,0.0,85.0,3.0,1.0,3.0,1116.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:02:00,3.0,1.0,0.0,87.0,2.0,1.0,2.0,717.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:03:00,3.0,1.0,0.0,87.0,135.0,1.0,3.0,713.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-21 00:04:00,3.0,1.0,0.0,87.0,129.0,1.0,3.0,711.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,10.0,2.0
2011-04-21 00:05:00,3.0,1.0,0.0,81.0,118.0,1.0,3.0,705.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:06:00,3.0,1.0,0.0,81.0,117.0,1.0,3.0,702.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:07:00,3.0,0.0,0.0,80.0,117.0,1.0,3.0,696.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:08:00,2.0,0.0,0.0,90.0,117.0,1.0,3.0,609.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:09:00,2.0,0.0,0.0,80.0,118.0,1.0,2.0,608.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:10:00,1.0,0.0,0.0,80.0,117.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:11:00,1.0,0.0,0.0,81.0,116.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:12:00,1.0,0.0,0.0,90.0,117.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:13:00,1.0,0.0,0.0,86.0,116.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:14:00,0.0,0.0,0.0,86.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:15:00,0.0,0.0,0.0,85.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:16:00,0.0,0.0,0.0,85.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
2011-04-21 00:17:00,0.0,0.0,0.0,86.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,12.0,2.0
